APT,DATE,ARRS,DEPS,HEAVY,MED,LIGHT
SBSP,2020-07-06,29,28,0,57,0
SBSP,2020-07-07,23,21,0,44,0
SBSP,2020-07-08,20,21,0,41,0
SBSP,2020-07-09,18,18,0,36,0
SBSP,2020-07-10,18,23,0,41,0
SBSP,2020-07-11,19,11,0,30,0
SBSP,2020-07-12,4,13,0,17,0
SBSP,2020-07-13,29,24,0,53,0
SBSP,2020-07-14,16,16,0,32,0
SBSP,2020-07-15,15,16,0,31,0
SBSP,2020-07-16,21,22,0,43,0
SBSP,2020-07-17,27,27,0,54,0
SBSP,2020-07-18,18,12,0,30,0
SBSP,2020-07-19,8,16,0,24,0
SBSP,2020-07-20,30,26,0,56,0
SBSP,2020-07-21,22,19,0,41,0
SBSP,2020-07-22,17,19,0,36,0
SBSP,2020-07-23,23,22,0,45,0
SBSP,2020-07-24,28,29,0,57,0
SBSP,2020-07-25,18,12,0,30,0
SBSP,2020-07-26,9,17,0,26,0
SBSP,2020-07-27,30,28,0,58,0
SBSP,2020-07-28,22,19,0,41,0
SBSP,2020-07-29,20,21,0,41,0
SBSP,2020-07-30,21,23,0,44,0
SBSP,2020-07-31,8,NA,NA,NA,NA
SBSP,2020-08-01,13,14,0,27,0
SBSP,2020-08-02,11,21,0,32,0
SBSP,2020-08-03,35,36,0,71,0
SBSP,2020-08-04,27,35,0,62,0
SBSP,2020-08-05,18,15,0,33,0
SBSP,2020-08-06,18,17,0,35,0
SBSP,2020-08-07,19,19,0,38,0
SBSP,2020-08-08,9,7,0,16,0
SBSP,2020-08-09,13,14,0,27,0
SBSP,2020-08-10,19,19,0,38,0
SBSP,2020-08-11,17,15,0,32,0
SBSP,2020-08-12,16,16,0,32,0
SBSP,2020-08-13,16,18,0,34,0
SBSP,2020-08-14,20,18,0,38,0
SBSP,2020-08-15,12,9,0,21,0
SBSP,2020-08-16,14,17,0,31,0
SBSP,2020-08-17,17,14,0,31,0
SBSP,2020-08-18,17,17,0,34,0
SBSP,2020-08-19,15,14,0,29,0
SBSP,2020-08-20,15,15,0,30,0
SBSP,2020-08-21,18,14,0,32,0
SBSP,2020-08-22,8,7,0,15,0
SBSP,2020-08-23,12,15,0,27,0
SBSP,2020-08-24,19,18,0,37,0
SBSP,2020-08-25,18,18,0,36,0
SBSP,2020-08-26,18,18,0,36,0
SBSP,2020-08-27,18,18,0,36,0
SBSP,2020-08-28,20,20,0,40,0
SBSP,2020-08-29,14,9,0,23,0
SBSP,2020-08-30,12,14,0,26,0
SBSP,2020-08-31,17,21,0,38,0
SBSP,2020-09-01,20,19,0,39,0
SBSP,2020-09-02,19,18,0,37,0
SBSP,2020-09-03,21,20,0,41,0
SBSP,2020-09-04,24,23,0,47,0
SBSP,2020-09-05,7,9,0,16,0
SBSP,2020-09-06,16,14,0,30,0
SBSP,2020-09-07,32,33,0,65,0
SBSP,2020-09-08,31,28,0,59,0
SBSP,2020-09-09,27,27,0,54,0
SBSP,2020-09-10,22,29,0,51,0
SBSP,2020-09-11,30,29,0,59,0
SBSP,2020-09-12,20,18,0,38,0
SBSP,2020-09-13,19,20,0,38,1
SBSP,2020-09-14,30,30,0,60,0
SBSP,2020-09-15,29,28,0,57,0
SBSP,2020-09-16,29,29,0,58,0
SBSP,2020-09-17,32,31,0,63,0
SBSP,2020-09-18,40,42,0,82,0
SBSP,2020-09-19,23,18,0,41,0
SBSP,2020-09-20,25,30,0,55,0
SBSP,2020-09-21,41,45,0,86,0
SBSP,2020-09-22,39,39,0,78,0
SBSP,2020-09-23,43,42,0,85,0
SBSP,2020-09-24,44,44,0,88,0
SBSP,2020-09-25,44,45,0,89,0
SBSP,2020-09-26,24,20,0,44,0
SBSP,2020-09-27,27,30,0,57,0
SBSP,2020-09-28,46,44,0,90,0
SBSP,2020-09-29,39,39,0,78,0
SBSP,2020-09-30,42,44,0,86,0
SBSP,2020-10-01,53,51,0,104,0
SBSP,2020-10-02,60,59,0,119,0
SBSP,2020-10-03,45,42,NA,NA,NA
SBSP,2020-10-04,40,38,0,78,0
SBSP,2020-10-05,61,67,0,128,0
SBSP,2020-10-06,64,57,0,121,0
SBSP,2020-10-07,62,63,0,125,0
SBSP,2020-10-08,68,68,0,136,0
SBSP,2020-10-09,78,76,0,154,0
SBSP,2020-10-10,53,42,0,94,1
SBSP,2020-10-11,34,39,0,73,0
SBSP,2020-10-12,65,68,0,133,0
SBSP,2020-10-13,77,74,0,151,0
SBSP,2020-10-14,74,73,NA,NA,NA
SBSP,2020-10-15,73,75,NA,NA,NA
SBSP,2020-10-16,73,73,0,146,0
SBSP,2020-10-17,53,48,0,101,0
SBSP,2020-10-18,47,52,0,99,0
SBSP,2020-10-19,74,72,0,146,0
SBSP,2020-10-20,71,68,0,139,0
SBSP,2020-10-21,68,67,0,135,0
SBSP,2020-10-22,67,70,0,137,0
SBSP,2020-10-23,76,76,0,152,0
SBSP,2020-10-24,54,47,0,101,0
SBSP,2020-10-25,44,51,0,95,0
SBSP,2020-10-26,73,74,0,147,0
SBSP,2020-10-27,68,69,0,137,0
SBSP,2020-10-28,68,65,0,133,0
SBSP,2020-10-29,79,77,0,156,0
SBSP,2020-10-30,70,72,0,142,0
SBSP,2020-10-31,32,25,0,57,0
SBSP,2020-11-01,51,61,0,112,0
SBSP,2020-11-02,85,87,0,172,0
SBSP,2020-11-03,91,92,0,183,0
SBSP,2020-11-04,88,88,NA,NA,NA
SBSP,2020-11-05,87,84,NA,NA,NA
SBSP,2020-11-06,92,93,0,185,0
SBSP,2020-11-07,71,65,0,136,0
SBSP,2020-11-08,61,67,0,128,0
SBSP,2020-11-09,90,89,0,179,0
SBSP,2020-11-10,85,81,0,166,0
SBSP,2020-11-11,83,85,NA,NA,NA
SBSP,2020-11-12,87,84,0,171,0
SBSP,2020-11-13,96,94,0,190,0
SBSP,2020-11-14,72,66,0,138,0
SBSP,2020-11-15,67,71,0,138,0
SBSP,2020-11-16,94,93,0,187,0
SBSP,2020-11-17,89,82,0,171,0
SBSP,2020-11-18,83,85,0,168,0
SBSP,2020-11-19,84,84,0,168,0
SBSP,2020-11-20,86,84,0,170,0
SBSP,2020-11-21,64,60,0,124,0
SBSP,2020-11-22,63,69,NA,NA,NA
SBSP,2020-11-23,98,95,0,193,0
SBSP,2020-11-24,85,85,0,170,0
SBSP,2020-11-25,88,86,0,174,0
SBSP,2020-11-26,88,89,0,177,0
SBSP,2020-11-27,96,94,0,190,0
SBSP,2020-11-28,71,66,0,137,0
SBSP,2020-11-29,66,71,0,137,0
SBSP,2020-11-30,88,95,0,183,0
SBSP,2020-12-01,84,92,0,176,0
SBSP,2020-12-02,91,88,0,179,0
SBSP,2020-12-03,96,95,0,191,0
SBSP,2020-12-04,94,93,0,187,0
SBSP,2020-12-05,77,71,0,148,0
SBSP,2020-12-06,70,75,0,145,0
SBSP,2020-12-07,97,97,0,194,0
SBSP,2020-12-08,90,90,0,180,0
SBSP,2020-12-09,87,87,NA,NA,NA
SBSP,2020-12-10,91,93,0,184,0
SBSP,2020-12-11,97,95,0,192,0
SBSP,2020-12-12,76,69,0,145,0
SBSP,2020-12-13,69,76,0,145,0
SBSP,2020-12-14,99,97,0,196,0
SBSP,2020-12-15,90,89,0,179,0
SBSP,2020-12-16,92,89,0,180,1
SBSP,2020-12-17,100,98,0,192,6
SBSP,2020-12-18,100,103,NA,NA,NA
SBSP,2020-12-19,109,110,0,211,8
SBSP,2020-12-20,100,96,0,188,8
SBSP,2020-12-21,115,114,0,220,9
SBSP,2020-12-22,109,112,0,221,0
SBSP,2020-12-23,113,105,0,216,2
SBSP,2020-12-24,106,98,0,202,2
SBSP,2020-12-25,71,73,0,142,2
SBSP,2020-12-26,111,115,NA,NA,NA
SBSP,2020-12-27,99,99,0,190,8
SBSP,2020-12-28,118,114,0,224,8
SBSP,2020-12-29,115,116,0,224,7
SBSP,2020-12-30,117,114,0,222,9
SBSP,2020-12-31,106,95,0,197,4
SBSP,2021-01-01,74,89,0,161,2
SBSP,2021-01-02,118,117,0,232,3
SBSP,2021-01-03,116,115,NA,NA,NA
SBSP,2021-01-04,131,130,0,249,12
SBSP,2021-01-05,128,127,0,247,8
SBSP,2021-01-06,127,125,NA,NA,NA
SBSP,2021-01-07,126,126,0,244,8
SBSP,2021-01-08,130,126,NA,NA,NA
SBSP,2021-01-09,124,116,NA,NA,NA
SBSP,2021-01-10,103,103,0,202,4
SBSP,2021-01-11,127,119,0,239,7
SBSP,2021-01-12,122,119,NA,NA,NA
SBSP,2021-01-13,111,108,0,213,6
SBSP,2021-01-14,109,110,0,211,8
SBSP,2021-01-15,117,119,0,228,8
SBSP,2021-01-16,118,115,0,226,7
SBSP,2021-01-17,103,104,0,199,8
SBSP,2021-01-18,118,115,0,225,8
SBSP,2021-01-19,110,105,0,208,7
SBSP,2021-01-20,100,101,0,195,6
SBSP,2021-01-21,100,103,0,197,6
SBSP,2021-01-22,114,116,0,223,7
SBSP,2021-01-23,115,113,NA,NA,NA
SBSP,2021-01-24,91,93,0,178,6
SBSP,2021-01-25,116,120,0,230,6
SBSP,2021-01-26,114,106,0,213,7
SBSP,2021-01-27,92,92,0,177,7
SBSP,2021-01-28,99,99,0,192,6
SBSP,2021-01-29,104,102,0,198,8
SBSP,2021-01-30,97,93,0,190,0
SBSP,2021-01-31,89,98,0,187,0
SBSP,2021-02-01,111,107,NA,NA,NA
SBSP,2021-02-02,97,95,NA,NA,NA
SBSP,2021-02-03,93,93,0,186,0
SBSP,2021-02-04,91,94,0,185,0
SBSP,2021-02-05,102,103,0,205,0
SBSP,2021-02-06,93,86,NA,NA,NA
SBSP,2021-02-07,85,87,0,172,0
SBSP,2021-02-08,112,112,0,224,0
SBSP,2021-02-09,93,87,0,180,0
SBSP,2021-02-10,102,99,0,201,0
SBSP,2021-02-11,105,104,0,207,2
SBSP,2021-02-12,119,118,0,235,2
SBSP,2021-02-13,97,86,0,183,0
SBSP,2021-02-14,64,66,0,128,2
SBSP,2021-02-15,66,68,0,134,0
SBSP,2021-02-16,69,71,0,140,0
SBSP,2021-02-17,93,98,0,190,1
SBSP,2021-02-18,93,82,0,173,2
SBSP,2021-02-19,86,86,0,170,2
SBSP,2021-02-20,82,75,NA,NA,NA
SBSP,2021-02-21,84,85,0,168,1
SBSP,2021-02-22,109,108,NA,NA,NA
SBSP,2021-02-23,89,89,0,178,0
SBSP,2021-02-24,96,90,NA,NA,NA
SBSP,2021-02-25,93,92,0,184,1
SBSP,2021-02-26,107,104,NA,NA,NA
SBSP,2021-02-27,87,83,0,168,2
SBSP,2021-02-28,88,81,0,167,2
SBSP,2021-03-01,107,104,0,211,0
SBSP,2021-03-02,101,92,0,193,0
SBSP,2021-03-03,96,94,0,190,0
SBSP,2021-03-04,92,94,0,186,0
SBSP,2021-03-05,103,103,0,206,0
SBSP,2021-03-06,82,72,0,154,0
SBSP,2021-03-07,79,78,0,157,0
SBSP,2021-03-08,91,86,NA,NA,NA
SBSP,2021-03-09,81,78,0,159,0
SBSP,2021-03-10,77,80,0,157,0
SBSP,2021-03-11,80,82,0,162,0
SBSP,2021-03-12,86,87,0,173,0
SBSP,2021-03-13,65,63,0,128,0
SBSP,2021-03-14,62,62,0,124,0
SBSP,2021-03-15,67,65,0,132,0
SBSP,2021-03-16,50,50,0,100,0
SBSP,2021-03-17,56,54,0,110,0
SBSP,2021-03-18,57,58,0,115,0
SBSP,2021-03-19,68,67,0,135,0
SBSP,2021-03-20,50,51,NA,NA,NA
SBSP,2021-03-21,56,59,0,115,0
SBSP,2021-03-22,68,58,0,126,0
SBSP,2021-03-23,38,44,0,82,0
SBSP,2021-03-24,47,42,0,89,0
SBSP,2021-03-25,51,53,0,104,0
SBSP,2021-03-26,66,65,0,131,0
SBSP,2021-03-27,48,45,0,93,0
SBSP,2021-03-28,50,46,0,96,0
SBSP,2021-03-29,59,57,0,116,0
SBSP,2021-03-30,43,42,0,85,0
SBSP,2021-03-31,48,47,0,95,0
SBSP,2021-04-01,57,59,0,116,0
SBSP,2021-04-02,44,44,0,88,0
SBSP,2021-04-03,26,26,0,52,0
SBSP,2021-04-04,42,41,0,83,0
SBSP,2021-04-05,52,54,0,106,0
SBSP,2021-04-06,37,33,0,70,0
SBSP,2021-04-07,27,30,0,57,0
SBSP,2021-04-08,40,37,0,77,0
SBSP,2021-04-09,41,46,0,87,0
SBSP,2021-04-10,31,26,0,57,0
SBSP,2021-04-11,33,35,0,68,0
SBSP,2021-04-12,46,49,0,95,0
SBSP,2021-04-13,34,33,0,67,0
SBSP,2021-04-14,36,34,0,70,0
SBSP,2021-04-15,39,40,0,79,0
SBSP,2021-04-16,47,49,0,96,0
SBSP,2021-04-17,30,29,0,59,0
SBSP,2021-04-18,34,31,0,65,0
SBSP,2021-04-19,44,46,0,90,0
SBSP,2021-04-20,34,34,0,68,0
SBSP,2021-04-21,36,36,0,72,0
SBSP,2021-04-22,37,37,0,74,0
SBSP,2021-04-23,43,47,0,90,0
SBSP,2021-04-24,31,27,0,58,0
SBSP,2021-04-25,34,34,0,68,0
SBSP,2021-04-26,50,50,0,100,0
SBSP,2021-04-27,37,36,0,73,0
SBSP,2021-04-28,34,31,0,65,0
SBSP,2021-04-29,36,38,0,74,0
SBSP,2021-04-30,45,47,0,92,0
SBSP,2021-05-01,37,38,0,75,0
SBSP,2021-05-02,41,44,0,85,0
SBSP,2021-05-03,61,59,NA,NA,NA
SBSP,2021-05-04,39,41,0,80,0
SBSP,2021-05-05,42,39,0,81,0
SBSP,2021-05-06,48,53,0,101,0
SBSP,2021-05-07,66,63,0,129,0
SBSP,2021-05-08,40,38,0,78,0
SBSP,2021-05-09,42,44,0,86,0
SBSP,2021-05-10,65,66,0,131,0
SBSP,2021-05-11,50,52,0,102,0
SBSP,2021-05-12,54,52,0,106,0
SBSP,2021-05-13,54,59,0,113,0
SBSP,2021-05-14,68,68,0,136,0
SBSP,2021-05-15,47,44,0,91,0
SBSP,2021-05-16,53,55,0,108,0
SBSP,2021-05-17,67,69,NA,NA,NA
SBSP,2021-05-18,56,56,0,112,0
SBSP,2021-05-19,54,52,0,106,0
SBSP,2021-05-20,60,64,0,124,0
SBSP,2021-05-21,70,67,0,137,0
SBSP,2021-05-22,51,45,0,96,0
SBSP,2021-05-23,52,53,NA,NA,NA
SBSP,2021-05-24,74,73,0,147,0
SBSP,2021-05-25,56,58,NA,NA,NA
SBSP,2021-05-26,58,58,0,116,0
SBSP,2021-05-27,64,67,0,131,0
SBSP,2021-05-28,81,77,0,158,0
SBSP,2021-05-29,53,50,0,103,0
SBSP,2021-05-30,51,55,0,106,0
SBSP,2021-05-31,75,74,0,149,0
SBSP,2021-06-01,69,67,0,136,0
SBSP,2021-06-02,70,75,0,145,0
SBSP,2021-06-03,72,70,0,142,0
SBSP,2021-06-04,65,60,0,125,0
SBSP,2021-06-05,46,43,0,89,0
SBSP,2021-06-06,57,62,0,119,0
SBSP,2021-06-07,83,84,0,167,0
SBSP,2021-06-08,74,71,NA,NA,NA
SBSP,2021-06-09,70,70,0,140,0
SBSP,2021-06-10,79,76,0,155,0
SBSP,2021-06-11,82,81,0,163,0
SBSP,2021-06-12,58,56,0,114,0
SBSP,2021-06-13,57,64,0,121,0
SBSP,2021-06-14,82,84,0,166,0
SBSP,2021-06-15,72,68,0,140,0
SBSP,2021-06-16,71,71,0,142,0
SBSP,2021-06-17,71,74,0,145,0
SBSP,2021-06-18,90,86,0,176,0
SBSP,2021-06-19,64,57,0,121,0
SBSP,2021-06-20,65,70,0,135,0
SBSP,2021-06-21,89,88,0,177,0
SBSP,2021-06-22,72,71,0,143,0
SBSP,2021-06-23,71,68,0,139,0
SBSP,2021-06-24,74,75,0,149,0
SBSP,2021-06-25,84,79,NA,NA,NA
SBSP,2021-06-26,60,57,0,117,0
SBSP,2021-06-27,63,67,0,130,0
SBSP,2021-06-28,86,84,0,170,0
SBSP,2021-06-29,69,72,0,141,0
SBSP,2021-06-30,70,71,0,141,0
SBSP,2021-07-01,92,87,0,179,0
SBSP,2021-07-02,101,105,0,206,0
SBSP,2021-07-03,106,94,NA,NA,NA
SBSP,2021-07-04,90,93,NA,NA,NA
SBSP,2021-07-05,104,107,0,211,0
SBSP,2021-07-06,99,97,0,196,0
SBSP,2021-07-07,96,98,0,194,0
SBSP,2021-07-08,111,110,0,221,0
SBSP,2021-07-09,111,115,NA,NA,NA
SBSP,2021-07-10,104,94,0,198,0
SBSP,2021-07-11,88,95,0,183,0
SBSP,2021-07-12,123,121,0,244,0
SBSP,2021-07-13,108,107,0,215,0
SBSP,2021-07-14,108,105,0,213,0
SBSP,2021-07-15,113,109,0,222,0
SBSP,2021-07-16,118,121,0,239,0
SBSP,2021-07-17,115,104,0,219,0
SBSP,2021-07-18,92,99,0,191,0
SBSP,2021-07-19,125,124,0,249,0
SBSP,2021-07-20,117,117,0,234,0
SBSP,2021-07-21,105,105,0,210,0
SBSP,2021-07-22,109,109,0,218,0
SBSP,2021-07-23,113,116,NA,NA,NA
SBSP,2021-07-24,117,105,0,222,0
SBSP,2021-07-25,100,102,0,202,0
SBSP,2021-07-26,119,124,0,243,0
SBSP,2021-07-27,112,116,0,228,0
SBSP,2021-07-28,116,113,0,229,0
SBSP,2021-07-29,116,111,NA,NA,NA
SBSP,2021-07-30,120,122,0,242,0
SBSP,2021-07-31,113,107,0,220,0
SBSP,2021-08-01,89,92,0,181,0
SBSP,2021-08-02,110,114,0,224,0
SBSP,2021-08-03,108,106,0,214,0
SBSP,2021-08-04,104,106,0,210,0
SBSP,2021-08-05,113,112,0,225,0
SBSP,2021-08-06,117,120,0,237,0
SBSP,2021-08-07,99,92,0,191,0
SBSP,2021-08-08,83,96,0,179,0
SBSP,2021-08-09,117,111,0,228,0
SBSP,2021-08-10,103,107,0,210,0
SBSP,2021-08-11,105,106,0,211,0
SBSP,2021-08-12,110,113,0,223,0
SBSP,2021-08-13,119,121,0,240,0
SBSP,2021-08-14,99,92,0,191,0
SBSP,2021-08-15,86,96,NA,NA,NA
SBSP,2021-08-16,114,112,0,226,0
SBSP,2021-08-17,110,103,0,213,0
SBSP,2021-08-18,104,106,0,210,0
SBSP,2021-08-19,114,108,0,222,0
SBSP,2021-08-20,114,117,0,231,0
SBSP,2021-08-21,92,84,0,176,0
SBSP,2021-08-22,66,80,0,146,0
SBSP,2021-08-23,113,106,NA,NA,NA
SBSP,2021-08-24,97,95,NA,NA,NA
SBSP,2021-08-25,90,97,NA,NA,NA
SBSP,2021-08-26,120,116,0,236,0
SBSP,2021-08-27,118,119,0,237,0
SBSP,2021-08-28,100,92,NA,NA,NA
SBSP,2021-08-29,84,97,0,181,0
SBSP,2021-08-30,118,116,0,234,0
SBSP,2021-08-31,106,103,0,209,0
SBSP,2021-09-01,123,120,0,243,0
SBSP,2021-09-02,135,133,NA,NA,NA
SBSP,2021-09-03,144,146,0,290,0
SBSP,2021-09-04,120,108,0,228,0
SBSP,2021-09-05,80,87,0,167,0
SBSP,2021-09-06,97,97,0,194,0
SBSP,2021-09-07,114,120,0,234,0
SBSP,2021-09-08,132,130,0,262,0
SBSP,2021-09-09,139,138,0,277,0
SBSP,2021-09-10,134,135,0,269,0
SBSP,2021-09-11,112,113,NA,NA,NA
SBSP,2021-09-12,108,108,0,216,0
SBSP,2021-09-13,136,139,0,275,0
SBSP,2021-09-14,126,128,0,254,0
SBSP,2021-09-15,127,127,0,254,0
SBSP,2021-09-16,125,126,0,251,0
SBSP,2021-09-17,140,144,NA,NA,NA
SBSP,2021-09-18,117,114,0,231,0
SBSP,2021-09-19,106,108,NA,NA,NA
SBSP,2021-09-20,141,139,0,280,0
SBSP,2021-09-21,131,129,0,260,0
SBSP,2021-09-22,127,130,0,257,0
SBSP,2021-09-23,134,136,NA,NA,NA
SBSP,2021-09-24,144,146,0,290,0
SBSP,2021-09-25,116,113,0,229,0
SBSP,2021-09-26,109,112,NA,NA,NA
SBSP,2021-09-27,141,139,0,280,0
SBSP,2021-09-28,129,129,0,258,0
SBSP,2021-09-29,127,128,0,255,0
SBSP,2021-09-30,133,133,0,266,0
SBSP,2021-10-01,141,144,0,285,0
SBSP,2021-10-02,128,123,0,251,0
SBSP,2021-10-03,114,110,NA,NA,NA
SBSP,2021-10-04,140,144,0,284,0
SBSP,2021-10-05,127,125,NA,NA,NA
SBSP,2021-10-06,132,134,0,266,0
SBSP,2021-10-07,147,144,0,291,0
SBSP,2021-10-08,149,150,0,299,0
SBSP,2021-10-09,131,123,NA,NA,NA
SBSP,2021-10-10,87,88,0,175,0
SBSP,2021-10-11,97,97,0,194,0
SBSP,2021-10-12,129,132,0,261,0
SBSP,2021-10-13,139,143,0,282,0
SBSP,2021-10-14,142,141,0,283,0
SBSP,2021-10-15,149,149,0,298,0
SBSP,2021-10-16,127,121,0,248,0
SBSP,2021-10-17,112,112,0,224,0
SBSP,2021-10-18,137,141,0,278,0
SBSP,2021-10-19,140,135,0,275,0
SBSP,2021-10-20,135,135,0,270,0
SBSP,2021-10-21,145,145,0,290,0
SBSP,2021-10-22,147,147,0,294,0
SBSP,2021-10-23,126,121,0,247,0
SBSP,2021-10-24,109,111,0,220,0
SBSP,2021-10-25,142,144,0,286,0
SBSP,2021-10-26,142,141,0,283,0
SBSP,2021-10-27,135,135,0,270,0
SBSP,2021-10-28,144,142,0,286,0
SBSP,2021-10-29,145,146,0,291,0
SBSP,2021-10-30,130,125,0,255,0
SBSP,2021-10-31,100,109,0,209,0
SBSP,2021-11-01,121,123,0,244,0
SBSP,2021-11-02,145,143,0,288,0
SBSP,2021-11-03,154,156,0,310,0
SBSP,2021-11-04,160,157,0,317,0
SBSP,2021-11-05,157,158,0,315,0
SBSP,2021-11-06,132,129,0,261,0
SBSP,2021-11-07,119,125,0,244,0
SBSP,2021-11-08,158,159,0,317,0
SBSP,2021-11-09,152,151,0,303,0
SBSP,2021-11-10,153,154,0,307,0
SBSP,2021-11-11,157,156,0,313,0
SBSP,2021-11-12,158,157,0,315,0
SBSP,2021-11-13,138,129,0,267,0
SBSP,2021-11-14,105,111,0,216,0
SBSP,2021-11-15,131,131,NA,NA,NA
SBSP,2021-11-16,155,154,0,309,0
SBSP,2021-11-17,154,153,0,307,0
SBSP,2021-11-18,159,158,0,317,0
SBSP,2021-11-19,156,157,0,313,0
SBSP,2021-11-20,137,131,0,268,0
SBSP,2021-11-21,121,129,0,250,0
SBSP,2021-11-22,165,164,0,329,0
SBSP,2021-11-23,158,153,0,311,0
SBSP,2021-11-24,156,160,0,316,0
SBSP,2021-11-25,162,162,0,324,0
SBSP,2021-11-26,162,159,0,321,0
SBSP,2021-11-27,138,134,0,272,0
SBSP,2021-11-28,124,129,0,253,0
SBSP,2021-11-29,163,158,0,321,0
SBSP,2021-11-30,160,157,0,317,0
SBSP,2021-12-01,163,165,0,328,0
SBSP,2021-12-02,159,165,0,323,1
SBSP,2021-12-03,169,166,0,335,0
SBSP,2021-12-04,151,149,0,300,0
SBSP,2021-12-05,145,152,0,297,0
SBSP,2021-12-06,169,168,0,337,0
SBSP,2021-12-07,163,165,0,328,0
SBSP,2021-12-08,167,167,NA,NA,NA
SBSP,2021-12-09,170,168,0,338,0
SBSP,2021-12-10,173,174,0,347,0
SBSP,2021-12-11,167,152,0,319,0
SBSP,2021-12-12,151,158,0,309,0
SBSP,2021-12-13,179,178,0,357,0
SBSP,2021-12-14,176,177,0,353,0
SBSP,2021-12-15,176,176,0,352,0
SBSP,2021-12-16,172,172,0,344,0
SBSP,2021-12-17,171,173,NA,NA,NA
SBSP,2021-12-18,165,163,0,328,0
SBSP,2021-12-19,163,165,NA,NA,NA
SBSP,2021-12-20,184,182,0,366,0
SBSP,2021-12-21,187,182,0,369,0
SBSP,2021-12-22,173,179,0,352,0
SBSP,2021-12-23,179,184,0,363,0
SBSP,2021-12-24,178,158,0,336,0
SBSP,2021-12-25,117,125,NA,NA,NA
SBSP,2021-12-26,156,167,0,323,0
SBSP,2021-12-27,190,182,0,372,0
SBSP,2021-12-28,179,183,0,362,0
SBSP,2021-12-29,181,182,0,363,0
SBSP,2021-12-30,180,183,0,363,0
SBSP,2021-12-31,172,164,0,336,0
SBSP,2022-01-01,111,118,0,229,0
SBSP,2022-01-02,159,171,0,330,0
SBSP,2022-01-03,197,187,0,384,0
SBSP,2022-01-04,181,187,0,368,0
SBSP,2022-01-05,183,188,NA,NA,NA
SBSP,2022-01-06,202,185,0,387,0
SBSP,2022-01-07,182,190,0,372,0
SBSP,2022-01-08,177,171,0,348,0
SBSP,2022-01-09,163,174,NA,NA,NA
SBSP,2022-01-10,186,180,0,366,0
SBSP,2022-01-11,167,172,0,339,0
SBSP,2022-01-12,185,181,0,366,0
SBSP,2022-01-13,174,178,NA,NA,NA
SBSP,2022-01-14,177,176,NA,NA,NA
SBSP,2022-01-15,154,148,NA,NA,NA
SBSP,2022-01-16,129,137,NA,NA,NA
SBSP,2022-01-17,179,184,0,363,0
SBSP,2022-01-18,162,165,NA,NA,NA
SBSP,2022-01-19,173,175,0,348,0
SBSP,2022-01-20,165,168,NA,NA,NA
SBSP,2022-01-21,186,183,0,369,0
SBSP,2022-01-22,162,158,0,320,0
SBSP,2022-01-23,157,158,0,315,0
SBSP,2022-01-24,193,185,NA,NA,NA
SBSP,2022-01-25,171,174,NA,NA,NA
SBSP,2022-01-26,156,158,0,314,0
SBSP,2022-01-27,165,170,0,335,0
SBSP,2022-01-28,177,178,NA,NA,NA
SBSP,2022-01-29,168,156,0,324,0
SBSP,2022-01-30,149,157,0,306,0
SBSP,2022-01-31,176,178,0,354,0
SBSP,2022-02-01,159,163,0,322,0
SBSP,2022-02-02,156,158,0,314,0
SBSP,2022-02-03,161,160,NA,NA,NA
SBSP,2022-02-04,168,163,0,331,0
SBSP,2022-02-05,147,146,NA,NA,NA
SBSP,2022-02-06,131,138,0,269,0
SBSP,2022-02-07,168,164,0,332,0
SBSP,2022-02-08,158,157,0,315,0
SBSP,2022-02-09,154,154,0,308,0
SBSP,2022-02-10,159,159,0,318,0
SBSP,2022-02-11,153,158,0,311,0
SBSP,2022-02-12,152,144,0,296,0
SBSP,2022-02-13,129,135,0,264,0
SBSP,2022-02-14,167,167,0,334,0
SBSP,2022-02-15,157,150,NA,NA,NA
SBSP,2022-02-16,147,152,0,299,0
SBSP,2022-02-17,158,159,0,317,0
SBSP,2022-02-18,163,156,NA,NA,NA
SBSP,2022-02-19,146,138,0,284,0
SBSP,2022-02-20,129,133,0,262,0
SBSP,2022-02-21,159,157,0,316,0
SBSP,2022-02-22,132,131,NA,NA,NA
SBSP,2022-02-23,138,139,0,276,1
SBSP,2022-02-24,137,138,0,275,0
SBSP,2022-02-25,161,162,0,323,0
SBSP,2022-02-26,145,142,NA,NA,NA
SBSP,2022-02-27,88,80,NA,NA,NA
SBSP,2022-02-28,84,82,0,166,0
SBSP,2022-03-01,93,111,0,204,0
SBSP,2022-03-02,151,156,0,307,0
SBSP,2022-03-03,142,132,0,274,0
SBSP,2022-03-04,117,123,0,240,0
SBSP,2022-03-05,130,126,0,256,0
SBSP,2022-03-06,114,121,NA,NA,NA
SBSP,2022-03-07,157,148,0,304,1
SBSP,2022-03-08,136,134,NA,NA,NA
SBSP,2022-03-09,122,131,0,253,0
SBSP,2022-03-10,147,145,0,292,0
SBSP,2022-03-11,150,153,0,303,0
SBSP,2022-03-12,140,129,0,269,0
SBSP,2022-03-13,114,127,0,241,0
SBSP,2022-03-14,160,161,0,321,0
SBSP,2022-03-15,148,144,NA,NA,NA
SBSP,2022-03-16,135,139,0,274,0
SBSP,2022-03-17,149,148,0,297,0
SBSP,2022-03-18,157,159,0,316,0
SBSP,2022-03-19,143,137,0,279,1
SBSP,2022-03-20,121,132,0,253,0
SBSP,2022-03-21,162,158,0,320,0
